Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	function	pronoun	ppron	i	we	you	shehe	they	ipron	article	prep	auxverb	adverb	conj	negate	verb	adj	compare	interrog	number	quant	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	percept	see	hear	feel	bio	body	health	sexual	ingest	drives	affiliation	achieve	power	reward	risk	focuspast	focuspresent	focusfuture	relativ	motion	space	time	work	leisure	home	money	relig	death	informal	swear	netspeak	assent	nonflu	filler	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
336p.txt	1	89	18.10	41.13	99.00	84.99	89.00	14.61	93.26	39.33	7.87	7.87	7.87	0.00	0.00	0.00	0.00	0.00	0.00	5.62	8.99	7.87	11.24	3.37	33.71	3.37	0.00	0.00	1.12	1.12	14.61	8.99	5.62	0.00	1.12	4.49	12.36	0.00	0.00	0.00	0.00	17.98	4.49	6.74	0.00	1.12	2.25	3.37	8.99	1.12	4.49	1.12	7.87	0.00	0.00	0.00	2.25	5.62	5.62	0.00	0.00	0.00	0.00	1.12	25.84	6.74	24.72	7.87	13.48	4.49	0.00	0.00	0.00	0.00	0.00	3.37	5.62	0.00	2.25	1.12	4.49	0.00	3.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.37
273p.txt	1	183	71.22	68.85	95.44	76.31	183.00	9.29	73.77	33.88	9.29	9.29	7.10	1.09	1.09	0.00	0.00	0.00	0.00	10.38	9.29	1.64	2.19	1.09	22.40	4.37	0.00	0.00	1.09	0.00	6.01	4.37	1.64	0.00	0.00	0.00	12.02	3.83	0.00	1.09	3.28	6.01	0.55	2.19	0.55	1.09	0.55	1.09	5.46	0.55	4.37	0.55	0.55	0.55	0.00	0.00	0.00	8.20	2.19	0.00	2.73	1.64	1.64	0.55	19.67	2.73	22.95	3.83	15.30	4.92	0.55	1.09	0.00	1.64	0.00	0.00	0.55	0.00	0.00	0.00	0.55	0.00	2.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.19
623p.txt	1	379	38.42	74.54	4.92	21.71	379.00	14.51	70.98	30.34	12.93	5.54	0.79	0.79	0.79	3.17	0.00	7.39	0.26	2.90	8.18	4.49	0.26	2.37	25.59	1.85	1.32	0.26	0.79	0.00	2.64	1.06	1.32	0.79	0.00	0.00	10.03	0.00	0.00	0.79	3.17	5.80	1.06	0.26	1.06	0.79	1.06	1.85	12.40	10.03	1.58	0.26	2.90	1.85	0.00	0.26	1.06	4.22	1.32	0.79	1.58	0.79	0.00	3.96	19.53	1.58	11.61	5.01	3.69	3.43	1.85	2.11	0.26	0.53	0.00	0.00	3.43	0.00	0.00	2.11	1.32	0.00	4.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.75
859p.txt	1	106	63.73	28.57	66.67	99.00	106.00	9.43	83.02	23.58	9.43	6.60	5.66	0.00	0.00	0.00	0.94	2.83	0.00	3.77	6.60	1.89	0.94	0.94	30.19	8.49	1.89	0.00	0.00	0.94	8.49	7.55	0.94	0.94	0.00	0.00	2.83	0.00	1.89	0.00	0.00	23.58	12.26	1.89	5.66	3.77	0.00	1.89	10.38	4.72	0.00	3.77	9.43	4.72	2.83	0.00	1.89	4.72	0.00	0.94	0.94	1.89	1.89	0.94	26.42	4.72	9.43	2.83	4.72	1.89	0.94	0.00	2.83	0.00	0.00	0.00	0.94	0.00	0.00	0.94	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94
320p.txt	1	62	54.54	92.66	29.34	99.00	62.00	32.26	98.39	17.74	4.84	4.84	4.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.84	8.06	1.61	0.00	17.74	9.68	4.84	0.00	8.06	0.00	22.58	22.58	0.00	0.00	0.00	0.00	19.35	1.61	0.00	6.45	0.00	17.74	0.00	3.23	3.23	0.00	11.29	0.00	17.74	17.74	0.00	0.00	12.90	4.84	0.00	0.00	0.00	14.52	8.06	3.23	6.45	0.00	0.00	0.00	11.29	6.45	16.13	1.61	0.00	14.52	0.00	0.00	0.00	0.00	0.00	0.00	3.23	0.00	0.00	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
635p.txt	1	312	64.62	96.09	10.47	7.35	312.00	14.10	49.68	15.38	10.26	3.53	0.96	1.92	0.64	0.00	0.00	6.73	0.00	0.00	4.49	0.64	0.00	0.32	17.95	0.96	0.00	0.00	0.00	0.00	8.01	3.21	4.81	1.92	0.00	0.00	16.67	0.64	0.64	2.88	0.00	3.21	0.64	0.00	0.00	0.32	1.92	0.32	1.60	0.00	1.60	0.00	4.81	0.32	2.88	0.00	0.00	9.62	4.49	0.32	3.21	2.24	0.00	0.00	15.71	0.00	11.54	10.26	1.28	0.00	2.88	0.64	0.00	0.00	0.00	0.00	2.56	0.00	0.32	1.28	0.32	0.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
009p.txt	1	374	68.58	25.18	63.02	50.74	374.00	10.96	70.05	19.25	5.61	4.28	3.74	0.27	0.27	0.00	0.00	1.34	0.53	2.41	4.81	4.81	1.07	0.80	16.31	3.48	1.87	0.53	1.34	0.00	5.61	3.48	2.14	0.00	1.87	0.00	6.68	0.53	0.53	0.27	0.53	5.08	1.34	1.60	0.27	0.80	0.53	0.80	5.35	1.34	2.94	1.07	4.28	1.60	0.80	1.07	1.07	6.15	2.14	1.07	2.14	1.60	0.00	0.27	17.91	0.53	17.38	4.55	4.55	8.82	0.80	3.48	0.53	1.60	0.00	0.27	11.76	8.56	2.67	0.80	0.00	0.00	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.07
459p.txt	1	52	43.96	95.81	51.03	62.24	52.00	13.46	71.15	30.77	13.46	11.54	0.00	11.54	0.00	0.00	0.00	1.92	0.00	3.85	5.77	3.85	0.00	3.85	26.92	13.46	7.69	0.00	0.00	1.92	5.77	3.85	1.92	0.00	1.92	0.00	15.38	0.00	0.00	0.00	0.00	17.31	3.85	5.77	0.00	1.92	1.92	3.85	7.69	5.77	1.92	0.00	3.85	0.00	0.00	0.00	1.92	13.46	13.46	0.00	0.00	0.00	0.00	0.00	25.00	3.85	13.46	1.92	3.85	7.69	0.00	1.92	0.00	0.00	0.00	0.00	5.77	1.92	0.00	1.92	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
727p.txt	1	140	73.54	99.00	48.10	99.00	140.00	11.43	83.57	15.00	8.57	6.43	0.00	1.43	5.00	0.00	0.00	2.14	0.00	2.14	2.14	3.57	0.00	0.00	22.14	0.71	0.00	0.71	0.71	1.43	12.14	10.71	1.43	0.00	0.00	1.43	27.86	0.00	0.71	5.00	0.00	8.57	5.71	0.00	1.43	0.00	1.43	0.00	6.43	3.57	2.14	0.71	4.29	1.43	0.00	0.00	0.71	17.14	5.71	0.71	8.57	1.43	2.86	0.71	15.71	2.14	16.43	5.00	9.29	2.14	0.71	0.00	1.43	0.00	10.71	0.00	8.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
232p.txt	1	406	59.77	93.65	76.67	99.00	406.00	12.81	89.16	20.69	8.62	7.39	4.93	0.49	1.97	0.00	0.00	1.23	0.00	1.72	6.40	2.22	1.48	0.49	23.15	5.67	0.25	1.23	1.23	0.99	12.81	11.58	1.23	0.25	0.49	0.25	19.46	1.23	0.99	6.40	0.74	18.97	4.68	2.71	3.20	0.74	6.65	0.99	8.87	1.72	1.72	1.97	15.76	0.74	0.25	0.25	9.85	10.34	7.39	0.74	0.99	1.72	0.00	2.46	16.26	3.20	17.98	1.97	6.90	10.59	0.99	1.48	1.48	0.00	0.49	0.00	4.68	0.25	0.99	1.48	1.48	0.00	0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.74
398p.txt	1	86	18.08	98.57	49.53	99.00	86.00	2.33	89.53	34.88	19.77	17.44	8.14	0.00	1.16	8.14	0.00	2.33	0.00	1.16	4.65	9.30	1.16	0.00	24.42	6.98	2.33	0.00	2.33	2.33	11.63	10.47	1.16	0.00	0.00	1.16	29.07	0.00	0.00	9.30	8.14	5.81	1.16	0.00	1.16	1.16	2.33	0.00	4.65	0.00	4.65	0.00	8.14	1.16	1.16	0.00	0.00	5.81	5.81	0.00	0.00	0.00	0.00	1.16	26.74	0.00	20.93	11.63	2.33	8.14	0.00	1.16	0.00	4.65	0.00	0.00	2.33	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
662p.txt	1	123	63.11	65.80	96.26	1.00	123.00	19.51	82.93	20.33	11.38	0.81	0.00	0.00	0.00	0.81	0.00	10.57	0.00	3.25	5.69	1.63	0.81	0.00	17.07	8.94	0.00	0.00	0.81	12.20	5.69	0.00	5.69	0.81	0.00	4.88	4.07	0.00	0.00	0.81	0.81	7.32	3.25	0.00	0.81	1.63	1.63	0.00	8.13	0.81	2.44	5.69	4.88	3.25	0.81	0.00	0.81	4.07	0.81	0.00	0.81	2.44	0.00	0.00	16.26	0.00	30.08	8.94	5.69	16.26	1.63	4.88	4.07	0.00	0.00	0.81	0.81	0.00	0.00	0.81	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
818p.txt	1	255	56.04	39.17	96.33	14.86	255.00	4.31	88.63	32.16	7.45	3.92	3.92	0.00	0.00	0.00	0.00	3.53	0.00	7.45	3.92	11.37	0.39	3.14	29.02	3.14	0.00	0.39	1.18	0.00	8.63	3.92	4.71	1.18	1.96	0.78	7.84	0.00	0.39	0.00	1.96	15.69	3.92	2.75	5.88	0.00	0.78	2.35	6.67	0.78	0.78	2.35	7.84	1.96	1.57	0.39	2.75	12.55	1.18	0.39	1.57	9.80	0.00	0.00	28.24	0.78	27.45	5.10	10.98	19.61	0.00	0.00	0.00	0.00	0.00	0.00	3.14	1.18	0.00	1.57	0.00	0.00	5.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.49
249p.txt	1	527	84.99	46.20	39.18	5.51	527.00	9.11	58.82	15.94	4.36	2.85	1.14	0.95	0.76	0.00	0.00	1.52	1.14	3.80	3.23	1.71	0.19	1.90	11.76	3.23	0.95	0.19	4.74	1.52	2.85	0.38	2.28	0.57	1.14	0.00	4.36	0.19	0.57	0.00	0.38	5.88	1.14	0.95	0.76	0.57	1.14	1.33	3.61	1.52	0.57	1.52	4.55	3.04	0.57	1.14	0.76	8.35	1.52	0.57	3.42	2.66	0.76	1.14	9.87	0.76	16.51	6.45	6.26	4.93	1.71	0.57	0.00	1.33	0.00	0.57	6.26	2.66	1.90	0.19	0.76	0.00	5.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.69
619p.txt	1	85	71.64	82.67	12.57	47.53	85.00	21.18	70.59	20.00	8.24	3.53	1.18	0.00	1.18	1.18	0.00	4.71	1.18	2.35	2.35	2.35	3.53	0.00	18.82	2.35	3.53	0.00	0.00	0.00	1.18	1.18	0.00	0.00	0.00	0.00	9.41	0.00	0.00	1.18	2.35	9.41	3.53	4.71	1.18	0.00	0.00	0.00	4.71	0.00	3.53	1.18	2.35	2.35	0.00	0.00	0.00	3.53	0.00	1.18	1.18	2.35	0.00	0.00	18.82	0.00	11.76	3.53	8.24	0.00	0.00	15.29	1.18	0.00	1.18	0.00	3.53	0.00	0.00	2.35	1.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
475p.txt	1	66	57.84	98.80	98.93	25.77	66.00	18.18	92.42	24.24	6.06	6.06	0.00	6.06	0.00	0.00	0.00	0.00	0.00	3.03	0.00	15.15	0.00	0.00	34.85	0.00	0.00	0.00	0.00	0.00	15.15	7.58	7.58	0.00	7.58	0.00	16.67	0.00	0.00	0.00	3.03	30.30	16.67	0.00	7.58	0.00	6.06	0.00	9.09	6.06	3.03	0.00	9.09	3.03	1.52	0.00	0.00	13.64	10.61	0.00	0.00	3.03	0.00	0.00	36.36	0.00	25.76	1.52	6.06	18.18	0.00	0.00	0.00	0.00	0.00	1.52	10.61	0.00	0.00	1.52	10.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
025p.txt	1	160	85.32	40.12	96.47	1.00	160.00	10.62	75.00	14.38	1.25	1.25	1.25	0.00	0.00	0.00	0.00	0.00	0.00	4.38	2.50	4.38	0.62	1.88	20.62	0.00	1.25	0.00	1.25	0.00	15.62	5.62	10.00	8.12	0.00	0.00	1.88	0.00	0.00	0.00	0.00	6.88	3.12	1.88	0.00	0.00	0.62	1.25	7.50	4.38	1.88	1.25	8.75	6.88	1.25	0.00	0.62	5.00	0.62	0.62	0.62	3.12	0.00	0.00	19.38	0.00	26.25	19.38	5.00	2.50	0.62	0.00	1.88	1.88	4.38	0.00	6.25	0.00	1.25	1.25	4.38	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
530p.txt	1	43	87.78	82.39	87.51	99.00	43.00	20.93	69.77	6.98	2.33	2.33	0.00	0.00	2.33	0.00	0.00	0.00	0.00	2.33	0.00	2.33	2.33	0.00	9.30	4.65	0.00	0.00	0.00	0.00	18.60	13.95	4.65	0.00	0.00	2.33	9.30	0.00	0.00	0.00	0.00	11.63	6.98	0.00	0.00	4.65	0.00	2.33	6.98	2.33	4.65	0.00	9.30	4.65	0.00	0.00	0.00	9.30	6.98	0.00	0.00	0.00	2.33	4.65	6.98	0.00	18.60	2.33	6.98	9.30	0.00	11.63	2.33	2.33	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
160p.txt	1	206	72.40	55.79	70.73	34.17	206.00	7.28	63.11	23.30	3.88	3.88	2.91	0.00	0.97	0.00	0.00	0.00	0.00	5.83	4.85	6.80	0.97	1.94	22.33	2.43	3.88	0.00	0.00	0.00	2.43	1.46	0.97	0.97	0.00	0.49	7.28	1.94	0.00	0.97	0.97	3.40	0.49	0.97	0.00	0.00	0.00	1.94	8.74	7.77	0.49	0.49	1.46	0.00	0.00	0.00	0.00	3.40	1.46	1.94	1.94	0.00	0.00	0.00	25.73	1.94	18.93	8.25	3.40	8.74	0.00	0.00	0.00	0.00	0.00	0.00	12.14	0.00	0.97	7.28	5.83	0.00	5.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.83
863p.txt	1	118	44.52	63.27	16.91	85.20	118.00	11.02	76.27	25.42	8.47	5.93	0.00	1.69	2.54	0.00	1.69	2.54	0.85	0.85	8.47	4.24	0.00	3.39	32.20	3.39	0.00	0.00	0.00	0.85	10.17	6.78	3.39	0.85	0.00	0.85	9.32	0.00	0.00	0.00	0.00	20.34	3.39	2.54	4.24	0.00	3.39	6.78	5.93	0.85	4.24	0.85	2.54	0.85	1.69	0.00	0.00	13.56	1.69	0.00	4.24	6.78	0.85	0.85	29.66	0.85	9.32	3.39	4.24	2.54	0.85	1.69	0.00	3.39	0.00	0.00	0.85	0.00	0.00	0.85	0.00	0.00	5.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.93
588p.txt	1	95	74.85	54.20	14.82	1.36	95.00	9.47	88.42	12.63	1.05	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00	2.11	4.21	5.26	3.16	0.00	14.74	6.32	0.00	0.00	2.11	0.00	7.37	2.11	5.26	1.05	0.00	3.16	2.11	0.00	0.00	0.00	0.00	13.68	3.16	0.00	2.11	5.26	2.11	1.05	29.47	0.00	0.00	28.42	41.05	12.63	27.37	0.00	0.00	4.21	2.11	0.00	1.05	1.05	0.00	2.11	8.42	3.16	12.63	7.37	3.16	3.16	0.00	1.05	0.00	1.05	0.00	3.16	1.05	0.00	0.00	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
072p.txt	1	82	92.06	95.59	1.00	99.00	82.00	3.66	79.27	3.66	2.44	2.44	0.00	2.44	0.00	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.00	25.61	2.44	0.00	0.00	0.00	1.22	7.32	7.32	0.00	0.00	0.00	0.00	14.63	0.00	0.00	0.00	0.00	12.20	0.00	4.88	6.10	1.22	0.00	0.00	2.44	2.44	0.00	0.00	25.61	4.88	13.41	0.00	3.66	15.85	6.10	1.22	4.88	3.66	0.00	0.00	28.05	2.44	9.76	3.66	2.44	3.66	2.44	3.66	0.00	6.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
422p.txt	1	63	50.90	17.04	68.01	1.00	63.00	3.17	65.08	22.22	4.76	4.76	4.76	0.00	0.00	0.00	0.00	0.00	0.00	1.59	6.35	4.76	1.59	4.76	14.29	4.76	1.59	0.00	6.35	0.00	11.11	3.17	7.94	0.00	0.00	4.76	6.35	3.17	0.00	1.59	1.59	11.11	1.59	0.00	1.59	0.00	1.59	6.35	4.76	0.00	3.17	1.59	4.76	0.00	1.59	0.00	3.17	6.35	0.00	1.59	4.76	0.00	1.59	0.00	14.29	1.59	12.70	4.76	4.76	3.17	0.00	6.35	3.17	3.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11
834p.txt	1	79	80.60	39.99	36.87	2.80	79.00	5.06	79.75	21.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.59	5.06	3.80	1.27	6.33	27.85	3.80	6.33	0.00	0.00	0.00	7.59	2.53	5.06	0.00	1.27	2.53	10.13	1.27	0.00	3.80	1.27	24.05	5.06	1.27	5.06	2.53	6.33	5.06	6.33	2.53	2.53	1.27	1.27	0.00	1.27	0.00	0.00	15.19	1.27	5.06	1.27	6.33	2.53	0.00	30.38	0.00	13.92	2.53	5.06	6.33	1.27	2.53	2.53	0.00	1.27	0.00	2.53	1.27	0.00	0.00	1.27	0.00	10.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.13
137p.txt	1	226	59.17	97.64	99.00	41.79	226.00	3.10	88.94	32.30	3.54	2.65	0.88	0.00	0.00	0.44	1.33	0.88	4.87	3.54	4.42	17.26	0.44	0.44	16.37	3.10	0.00	0.44	0.00	1.33	4.42	2.65	1.77	0.44	0.88	0.00	21.68	0.00	0.00	0.44	15.49	7.96	2.21	0.88	2.65	1.33	0.44	0.44	3.98	0.88	1.77	1.33	2.65	1.33	0.44	0.00	0.88	3.10	0.44	0.00	0.44	2.21	0.00	3.10	10.62	0.88	38.94	3.10	30.53	18.58	0.00	2.21	0.00	0.00	0.00	0.44	1.77	0.00	0.00	0.44	1.33	0.00	1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.77
567p.txt	1	171	77.17	32.01	86.02	25.77	171.00	33.33	75.44	22.81	8.19	8.19	8.19	0.00	0.00	0.00	0.00	0.00	0.00	6.43	8.19	0.58	0.00	0.00	19.30	4.09	3.51	0.00	1.75	1.17	9.36	4.68	4.68	0.00	1.75	2.92	3.51	0.00	0.00	0.00	0.00	0.58	0.00	0.58	0.00	0.00	0.00	0.00	2.92	2.92	0.00	0.00	1.17	0.58	0.00	0.00	0.58	1.17	0.00	1.17	0.58	0.58	0.00	1.17	9.36	5.26	19.30	3.51	8.19	7.60	0.00	1.75	0.58	0.00	22.22	7.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
208p.txt	1	246	68.43	99.00	97.62	96.29	246.00	10.16	96.34	15.45	4.07	0.81	0.00	0.00	0.00	0.81	0.00	3.25	0.00	0.81	2.85	5.69	1.63	0.81	34.96	3.66	0.00	0.00	2.85	3.66	8.94	6.91	2.03	1.63	0.00	0.41	32.11	20.73	0.81	7.32	11.38	6.50	0.41	1.22	0.00	4.47	0.00	0.41	5.69	0.81	4.88	0.00	2.03	0.00	0.00	0.00	0.00	17.89	14.23	0.00	2.44	1.22	0.00	22.76	12.20	1.22	32.93	22.36	3.66	6.91	0.00	3.25	1.63	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.81	0.00	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81
658p.txt	1	111	85.23	39.34	96.03	87.53	111.00	17.12	72.07	14.41	4.50	3.60	3.60	0.00	0.00	0.00	0.00	0.90	0.00	4.50	3.60	1.80	0.00	0.90	18.92	2.70	0.00	0.00	1.80	0.90	7.21	5.41	1.80	0.90	0.00	0.00	2.70	0.00	0.00	0.00	0.00	8.11	2.70	2.70	0.00	0.00	1.80	0.90	10.81	5.41	2.70	2.70	3.60	3.60	0.00	0.00	0.00	8.11	0.90	0.00	3.60	3.60	0.00	0.90	20.72	0.90	24.32	5.41	11.71	7.21	0.00	1.80	3.60	0.00	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.70
434p.txt	1	99	57.84	79.06	58.07	99.00	99.00	14.14	91.92	18.18	8.08	8.08	6.06	0.00	2.02	0.00	0.00	0.00	0.00	0.00	9.09	1.01	0.00	0.00	37.37	4.04	0.00	0.00	1.01	1.01	20.20	15.15	5.05	5.05	0.00	5.05	13.13	0.00	1.01	0.00	0.00	10.10	7.07	0.00	3.03	0.00	0.00	1.01	5.05	3.03	2.02	0.00	11.11	1.01	7.07	1.01	2.02	3.03	1.01	0.00	0.00	0.00	2.02	2.02	30.30	0.00	11.11	2.02	2.02	7.07	4.04	2.02	2.02	0.00	5.05	3.03	1.01	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
064p.txt	1	114	26.30	24.13	99.00	74.74	114.00	9.65	86.84	33.33	13.16	11.40	11.40	0.00	0.00	0.00	0.00	1.75	0.00	1.75	13.16	3.51	0.88	0.88	28.07	7.89	0.88	0.00	4.39	0.88	4.39	3.51	0.88	0.00	0.88	0.00	6.14	0.00	0.00	0.88	0.88	14.91	7.02	0.88	3.51	0.88	1.75	0.88	2.63	0.88	0.88	0.88	7.02	5.26	0.00	0.00	1.75	2.63	1.75	0.00	0.88	0.00	0.00	2.63	21.05	2.63	21.93	6.14	8.77	7.02	2.63	4.39	0.00	1.75	0.88	0.00	1.75	0.00	0.00	0.00	1.75	0.00	2.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.63
571p.txt	1	122	53.65	85.67	18.29	83.88	122.00	6.56	73.77	23.77	9.84	8.20	4.92	0.00	0.00	3.28	0.00	1.64	0.00	2.46	8.20	0.00	2.46	1.64	22.13	9.84	0.00	0.00	0.00	0.82	6.56	4.92	1.64	0.00	0.00	0.00	18.85	0.82	4.92	0.82	12.30	9.02	4.10	2.46	0.00	0.00	0.82	1.64	12.30	4.92	3.28	1.64	6.56	2.46	2.46	0.00	1.64	13.93	4.10	0.00	7.38	2.46	0.82	0.00	22.13	0.00	8.20	1.64	4.10	2.46	3.28	1.64	0.82	0.00	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.48
121p.txt	1	203	23.57	1.22	82.47	79.61	203.00	1.97	79.80	36.95	26.60	26.60	26.60	0.00	0.00	0.00	0.00	0.00	0.00	3.94	6.40	0.00	0.00	1.97	26.60	4.93	1.97	0.00	0.00	0.00	6.90	4.93	1.97	0.00	0.00	1.97	7.88	0.00	1.97	0.00	0.00	15.76	3.94	0.00	9.85	0.00	0.00	1.97	10.84	5.91	0.99	3.94	6.90	1.97	0.00	0.00	0.00	10.34	6.90	0.99	1.48	0.99	0.00	0.00	20.20	2.96	3.94	0.99	0.00	2.96	0.99	0.00	0.99	0.00	0.00	0.00	2.96	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
822p.txt	1	145	69.54	84.96	43.37	76.71	145.00	16.55	88.97	22.07	6.21	3.45	1.38	0.69	0.00	0.00	1.38	2.76	0.00	4.83	2.07	7.59	2.07	0.69	24.83	5.52	0.69	0.00	0.69	2.76	11.03	6.90	4.14	1.38	0.00	0.69	13.79	0.00	0.69	0.00	0.00	22.07	6.90	4.83	4.14	2.07	3.45	2.07	24.14	2.76	18.62	2.76	3.45	2.76	0.00	0.00	0.69	4.83	1.38	0.69	0.69	1.38	0.69	1.38	20.00	1.38	13.79	1.38	5.52	6.90	0.69	10.34	0.69	0.00	1.38	0.00	4.14	0.00	0.00	0.00	4.14	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38
033p.txt	1	98	60.17	98.70	94.52	64.46	98.00	3.06	91.84	27.55	5.10	1.02	0.00	1.02	0.00	0.00	0.00	4.08	4.08	1.02	4.08	13.27	0.00	0.00	20.41	2.04	1.02	2.04	0.00	5.10	8.16	5.10	3.06	2.04	1.02	0.00	21.43	7.14	0.00	0.00	0.00	12.24	2.04	0.00	1.02	4.08	5.10	0.00	7.14	2.04	5.10	0.00	6.12	3.06	0.00	0.00	0.00	11.22	6.12	0.00	3.06	1.02	1.02	4.08	23.47	0.00	29.59	6.12	11.22	14.29	0.00	1.02	1.02	0.00	1.02	0.00	6.12	0.00	0.00	0.00	3.06	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
199p.txt	1	245	74.26	93.95	7.24	32.79	245.00	21.63	66.94	20.82	8.98	8.16	2.45	0.00	5.31	0.41	0.00	0.82	0.82	4.08	4.08	2.86	0.41	0.41	21.22	2.86	1.22	0.00	0.82	0.82	6.12	3.27	2.86	0.41	1.22	0.41	14.69	1.22	1.22	0.41	2.04	14.69	3.27	3.27	4.90	1.22	1.63	1.22	6.12	3.27	2.04	0.82	2.04	1.63	0.41	0.41	0.00	8.98	2.45	1.63	2.45	2.45	0.00	2.86	13.06	0.41	10.61	2.04	3.67	4.90	2.04	2.45	0.00	1.22	0.00	0.00	10.20	0.41	8.98	0.82	0.00	0.00	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.82
463p.txt	1	68	15.27	11.97	99.00	8.31	68.00	10.29	82.35	33.82	5.88	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	2.94	14.71	10.29	0.00	7.35	29.41	0.00	0.00	0.00	1.47	0.00	4.41	1.47	2.94	0.00	2.94	0.00	2.94	0.00	0.00	0.00	0.00	32.35	7.35	7.35	0.00	10.29	7.35	1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.41	0.00	0.00	2.94	1.47	0.00	1.47	23.53	5.88	39.71	11.76	11.76	17.65	0.00	0.00	0.00	0.00	0.00	1.47	0.00	0.00	0.00	0.00	0.00	0.00	8.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.82
